"t1","t2","r1","r2","n1","n2","p","BH_p","Description","Ontology"
"s__Anthropogastromicrobium_aceti","GO:0051259",0.373777009443357,0.119128260767017,148,86,0.047693683750103,0.273515868860303,"protein complex oligomerization","BP"
"s__Prevotella_sp._885","GO:0051259",0.230274887830874,0.455170924349007,107,73,0.0995275335272605,0.361658154591965,"protein complex oligomerization","BP"
"s__Lachnoclostridium_sp._210928_DFI_6_3","GO:0051259",0.317289606944779,0.164140884093867,144,83,0.244554279189806,0.523916776251363,"protein complex oligomerization","BP"
"s__Prevotellamassilia_timonensis","GO:0051259",0.0973891512276358,0.414644388067536,118,70,0.0265405093292083,0.223926721922126,"protein complex oligomerization","BP"
"s__Simiaoa_sunii","GO:0051259",0.054260457135145,0.352433066249756,146,85,0.0243018074683761,0.217659530904758,"protein complex oligomerization","BP"
"s__Anaerotardibacter_sp._CLA_AA_M13","GO:0051259",-0.214532785069945,-0.438878201883163,138,84,0.0740450452263311,0.322225248022942,"protein complex oligomerization","BP"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0051259",0.16975082079768,0.382360831656606,118,71,0.133711585082919,0.405701121960708,"protein complex oligomerization","BP"
"s__Bacteroides_caccae","GO:0051259",0.0607455924357333,0.399273323956868,143,80,0.0112480626005442,0.172039096044963,"protein complex oligomerization","BP"
"s__Bacteroides_ovatus","GO:0051259",0.112340576287199,0.370618305744888,145,79,0.0535792486946776,0.284685975333994,"protein complex oligomerization","BP"
"s__Mitsuokella_jalaludinii","GO:0051259",0.16305288888282,0.381592092118408,130,77,0.107296627153769,0.372735350381118,"protein complex oligomerization","BP"
"s__Faecalibacterium_sp._Marseille_Q4896","GO:0051259",0.274849073283516,-0.0712611345522738,147,80,0.0126333927006213,0.178738423558475,"protein complex oligomerization","BP"
"s__Anaeromassilibacillus_sp._An200","GO:0051259",-0.32603896542084,-0.0794370760352334,146,84,0.0634155987433315,0.303293775894163,"protein complex oligomerization","BP"
"s__Blautia_hansenii","GO:0051259",-0.281345909668057,-0.093711967545639,149,86,0.156560283102673,0.432259028126158,"protein complex oligomerization","BP"
"s__Bacteroides_xylanisolvens","GO:0051259",0.121296519572382,0.42641187925998,144,79,0.019906155772953,0.205218421114989,"protein complex oligomerization","BP"
"s__Prevotella_sp._Marseille_P4119","GO:0051259",0.124482274482274,0.425010497385197,111,68,0.0378021208287342,0.252176948473175,"protein complex oligomerization","BP"
"s__Prevotella_pectinovora","GO:0051259",0.299920154368221,0.556434257720234,113,70,0.0417467546208915,0.26100244982777,"protein complex oligomerization","BP"
"s__Mediterraneibacter_glycyrrhizinilyticus","GO:0051259",-0.302347179394159,-0.0851643945469126,149,86,0.0998587664111743,0.361933686291002,"protein complex oligomerization","BP"
"s__Dorea_ammoniilytica","GO:0051259",-0.150012771297527,-0.45746684215855,148,84,0.0140446649285876,0.184860904967708,"protein complex oligomerization","BP"
"s__Allisonella_histaminiformans","GO:0051259",0.342986606661221,0.281755684822845,92,61,0.685459980775756,0.855050120795004,"protein complex oligomerization","BP"
"s__Prevotella_sp._P5_64","GO:0051259",0.339344200103694,0.461107313738893,78,56,0.424293861088076,0.678016374052444,"protein complex oligomerization","BP"
"s__Faecalibacterium_prausnitzii","GO:0034618",0.276956285144205,0.0407472050568423,149,86,0.0772155640337993,0.326931249171746,"arginine binding","MF"
"s__Prevotella_copri","GO:0034618",0.240877608472228,0.414193358801058,139,83,0.170088684991683,0.448135475552871,"arginine binding","MF"
"s__Holdemanella_porci","GO:0034618",-0.133037587701974,-0.384772704262428,138,84,0.0547332881561285,0.286325887814378,"arginine binding","MF"
"s__Methanobrevibacter_smithii","GO:0034618",-0.354485049833887,-0.320995670995671,85,55,0.827324089135076,0.927850645910106,"arginine binding","MF"
"s__Ruminococcus_callidus","GO:0034618",0.273723887287556,0.231114675220529,146,86,0.73922623843614,0.883767708423193,"arginine binding","MF"
"s__Blautia_faecis","GO:0034618",0.0107709051333212,-0.368272088306052,149,86,0.00406172408143205,0.128025229096677,"arginine binding","MF"
"s__Blautia_glucerasea","GO:0034618",-0.0604244512969345,-0.366253125147413,149,86,0.0192969639189157,0.202894313102624,"arginine binding","MF"
"s__Prevotella_stercorea","GO:0034618",0.159770036460965,0.413823019086177,130,77,0.0582486750362763,0.293770748405354,"arginine binding","MF"
"s__Prevotella_hominis","GO:0034618",0.218394437420986,0.382886359251399,112,72,0.242625851900357,0.522263029502499,"arginine binding","MF"
"s__Faecalibacterium_sp._HTFF","GO:0034618",0.34178124433158,0.0672073480555013,149,85,0.0368650548095533,0.249978856160253,"arginine binding","MF"
"s__Lachnospira_eligens","GO:0034618",0.26789406856521,0.0625595546959762,149,86,0.124067872435706,0.39427552603321,"arginine binding","MF"
"s__Anthropogastromicrobium_aceti","GO:0034618",0.380995568915032,0.123034105382329,148,86,0.0441744058411457,0.266205681489221,"arginine binding","MF"
"s__Prevotella_sp._885","GO:0034618",0.240884421716726,0.474731580895964,107,73,0.0826755512609605,0.336271129199008,"arginine binding","MF"
"s__Lachnoclostridium_sp._210928_DFI_6_3","GO:0034618",0.317036411863998,0.162020905923345,144,83,0.239139267787515,0.518959716283335,"arginine binding","MF"
"s__Prevotellamassilia_timonensis","GO:0034618",0.109375171189728,0.429201294724871,118,70,0.0241799102393601,0.217525446323222,"arginine binding","MF"
"s__Simiaoa_sunii","GO:0034618",0.0761975456219332,0.364334571037717,146,85,0.0283873760328188,0.228206269727565,"arginine binding","MF"
"s__Anaerotardibacter_sp._CLA_AA_M13","GO:0034618",-0.20591156398905,-0.422780196415916,138,84,0.0872054732163262,0.343677285954259,"arginine binding","MF"
"s__Bacteroides_caccae","GO:0034618",0.0583407203125513,0.394678856071261,143,80,0.0119502131949577,0.175698367272019,"arginine binding","MF"
"s__Mitsuokella_jalaludinii","GO:0034618",0.157169973644321,0.402544823597455,130,77,0.0687653429659372,0.314105900662528,"arginine binding","MF"
"s__Faecalibacterium_sp._Marseille_Q4896","GO:0034618",0.287176329250693,-0.053469292076887,147,80,0.0137885876413991,0.183415478865609,"arginine binding","MF"
"s__Anaeromassilibacillus_sp._An200","GO:0034618",-0.309643025845199,-0.089278120886909,146,84,0.0979917749448749,0.359609134754174,"arginine binding","MF"
"s__Blautia_hansenii","GO:0034618",-0.267070560493379,-0.114543138827303,149,86,0.249121443956118,0.528954205936283,"arginine binding","MF"
"s__Bacteroides_xylanisolvens","GO:0034618",0.127393296358814,0.423125608568647,144,79,0.0240258507285054,0.217250294286221,"arginine binding","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0034618",0.130001755001755,0.44657785242585,111,68,0.0271051114781681,0.225153621823451,"arginine binding","MF"
"s__Prevotella_pectinovora","GO:0034618",0.300593851886353,0.570361298224127,113,70,0.030595523833918,0.233499905340946,"arginine binding","MF"
"s__Mediterraneibacter_glycyrrhizinilyticus","GO:0034618",-0.306852893161618,-0.0953346855983773,149,86,0.10796650808637,0.373654106670188,"arginine binding","MF"
"s__Dorea_ammoniilytica","GO:0034618",-0.145441016965466,-0.438756707502278,148,84,0.0202474951198658,0.206230909537915,"arginine binding","MF"
"s__Prevotella_sp._P5_64","GO:0034618",0.351838035382339,0.479972658920027,78,56,0.392850949344613,0.654682774838594,"arginine binding","MF"
"s__Blautia_wexlerae","GO:0004068",0.316687828768366,0.0507476767772065,149,86,0.044363761072086,0.266482645985222,"aspartate 1-decarboxylase activity","MF"
"s__Catenibacterium_mitsuokai","GO:0004068",-0.313807941456494,-0.238109231350489,137,83,0.560267533123021,0.77515789572772,"aspartate 1-decarboxylase activity","MF"
"s__Mediterraneibacter_faecis","GO:0004068",0.281273353890804,-0.0796358318788622,149,86,0.0075179678547226,0.154118879209521,"aspartate 1-decarboxylase activity","MF"
"s__Fusicatenibacter_saccharivorans","GO:0004068",0.291637946671504,0.268814566724845,149,86,0.853603890555438,0.940077999531071,"aspartate 1-decarboxylase activity","MF"
"s__Extibacter_muris","GO:0004068",0.361679666243425,0.359328270201425,149,86,0.97913970920425,0.992741926468799,"aspartate 1-decarboxylase activity","MF"
"s__Coprococcus_comes","GO:0004068",0.306736803918012,0.17499882069909,149,86,0.308087200075199,0.582444842083692,"aspartate 1-decarboxylase activity","MF"
"s__Anaerostipes_hadrus","GO:0004068",0.386617086885543,0.149771215623378,149,86,0.0620726595458337,0.301065055616892,"aspartate 1-decarboxylase activity","MF"
"s__Roseburia_faecis","GO:0004068",0.367458733901687,0.476635690362753,149,86,0.338491797506029,0.6101784722146,"aspartate 1-decarboxylase activity","MF"
"s__Mogibacterium_kristiansenii","GO:0004068",-0.356928042827901,-0.485410549762073,145,84,0.265653002446448,0.544568782117206,"aspartate 1-decarboxylase activity","MF"
"s__Roseburia_inulinivorans","GO:0004068",0.236798365273917,0.449917448936271,148,86,0.0794856879648981,0.331073906906671,"aspartate 1-decarboxylase activity","MF"
"s__Ruminococcus_torques","GO:0004068",0.326374025031743,-0.0691636397943299,149,86,0.00310385237475274,0.11823174374692,"aspartate 1-decarboxylase activity","MF"
"s__Paratractidigestivibacter_faecalis","GO:0004068",-0.401302549194991,-0.0864578459515168,129,78,0.0206518838119378,0.207046706152318,"aspartate 1-decarboxylase activity","MF"
"s__Blautia_faecis","GO:0004068",0.319158352983856,-0.0545025708759847,149,86,0.00523171081510605,0.138390216356407,"aspartate 1-decarboxylase activity","MF"
"s__Ruminococcus_gnavus","GO:0004068",0.289232722655541,0.00455681871786405,149,86,0.0335249823444475,0.241364652371337,"aspartate 1-decarboxylase activity","MF"
"s__Oscillibacter_sp._ER4","GO:0004068",-0.291922531884743,0.00516062078399925,145,86,0.0273919614460427,0.225900051136942,"aspartate 1-decarboxylase activity","MF"
"s__Roseburia_intestinalis","GO:0004068",0.247984763286777,0.366705976697014,149,86,0.344210358650406,0.615068347522147,"aspartate 1-decarboxylase activity","MF"
"s__Ellagibacter_isourolithinifaciens","GO:0004068",-0.31698847608843,-0.175866786169159,140,86,0.27933373113131,0.556657746569576,"aspartate 1-decarboxylase activity","MF"
"s__Vescimonas_coprocola","GO:0004068",-0.274701355238268,-0.0427284305863484,148,86,0.0831287149348812,0.336981963766455,"aspartate 1-decarboxylase activity","MF"
"s__Eubacterium_ramulus","GO:0004068",0.276270633049157,0.193867635265814,149,86,0.524470452512719,0.752219026329137,"aspartate 1-decarboxylase activity","MF"
"s__Lentihominibacter_faecis","GO:0004068",-0.375461339986747,-0.327398866523354,148,85,0.687791044410516,0.856562208879462,"aspartate 1-decarboxylase activity","MF"
"s__Collinsella_bouchesdurhonensis","GO:0004068",-0.366093669019085,-0.202834868887314,138,84,0.205074326652318,0.485931598762783,"aspartate 1-decarboxylase activity","MF"
"s__Lachnospira_eligens","GO:0004068",0.330977689098494,0.280418887683381,149,86,0.68202708973782,0.853171138798199,"aspartate 1-decarboxylase activity","MF"
"s__Veillonella_parvula","GO:0004068",0.304881151712138,0.0825092827828806,143,85,0.0958039846434666,0.35651145374133,"aspartate 1-decarboxylase activity","MF"
"s__Ruminococcus_flavefaciens","GO:0004068",-0.297233073162623,-0.0940704750224067,147,86,0.124563623016907,0.394938568012737,"aspartate 1-decarboxylase activity","MF"
"s__Oscillibacter_valericigenes","GO:0004068",-0.3296354072193,-0.168753243077504,149,86,0.211087429398097,0.491971027756638,"aspartate 1-decarboxylase activity","MF"
"s__Olsenella_uli","GO:0004068",-0.378273898711417,-0.181472106915055,141,84,0.125795987944797,0.396671351812785,"aspartate 1-decarboxylase activity","MF"
"s__Vescimonas_fastidiosa","GO:0004068",-0.322904107386866,-0.0803905844615312,144,86,0.0667252749014772,0.309801567393732,"aspartate 1-decarboxylase activity","MF"
"s__Faecalicatena_fissicatena","GO:0004068",0.308470886994377,0.266588046605972,149,86,0.736848318324844,0.882813658303971,"aspartate 1-decarboxylase activity","MF"
"s__Ruminococcus_sp._FMBCY1","GO:0004068",0.422022580503449,0.0624750069211603,103,58,0.0214610460495847,0.209755211931544,"aspartate 1-decarboxylase activity","MF"
"s__Oscillibacter_sp._MSJ_31","GO:0004068",-0.322741388299118,-0.131756888802032,147,85,0.14454657858176,0.418791528179739,"aspartate 1-decarboxylase activity","MF"
"s__Brotomerdimonas_butyrica","GO:0004068",-0.386470619347332,-0.480359585694743,147,85,0.408812470778724,0.666048375132544,"aspartate 1-decarboxylase activity","MF"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0004068",-0.339662183296841,0.0866672263968767,139,83,0.00184247254987739,0.106668108540816,"aspartate 1-decarboxylase activity","MF"
"s__Yeguia_hominis","GO:0004068",-0.292668678241254,-0.124166234256333,146,86,0.201141338511183,0.48165499291928,"aspartate 1-decarboxylase activity","MF"
"s__Intestinimonas_butyriciproducens","GO:0004068",-0.378331217123163,-0.0674843152978914,149,86,0.0164869315653912,0.194989126597229,"aspartate 1-decarboxylase activity","MF"
"s__Intestinimonas_sp._MSJ_38","GO:0004068",-0.345877188342942,-0.00499080145289872,147,86,0.0100795364827972,0.165218734480335,"aspartate 1-decarboxylase activity","MF"
"s__Ruminococcus_champanellensis","GO:0004068",-0.314035679633522,-0.390948668624076,142,84,0.535283138137474,0.759164563778436,"aspartate 1-decarboxylase activity","MF"
"s__Prevotella_sp._P5_64","GO:0004068",0.132791259373538,0.513397129186603,78,56,0.0165772139643206,0.194989126597229,"aspartate 1-decarboxylase activity","MF"
"s__Blautia_wexlerae","GO:0006523",0.316687828768366,0.0507476767772065,149,86,0.044363761072086,0.266482645985222,"alanine biosynthetic process","BP"
"s__Catenibacterium_mitsuokai","GO:0006523",-0.313807941456494,-0.238109231350489,137,83,0.560267533123021,0.77515789572772,"alanine biosynthetic process","BP"
"s__Mediterraneibacter_faecis","GO:0006523",0.281273353890804,-0.0796358318788622,149,86,0.0075179678547226,0.154118879209521,"alanine biosynthetic process","BP"
"s__Fusicatenibacter_saccharivorans","GO:0006523",0.291637946671504,0.268814566724845,149,86,0.853603890555438,0.940077999531071,"alanine biosynthetic process","BP"
"s__Extibacter_muris","GO:0006523",0.361679666243425,0.359328270201425,149,86,0.97913970920425,0.992741926468799,"alanine biosynthetic process","BP"
"s__Coprococcus_comes","GO:0006523",0.306736803918012,0.17499882069909,149,86,0.308087200075199,0.582444842083692,"alanine biosynthetic process","BP"
"s__Anaerostipes_hadrus","GO:0006523",0.386617086885543,0.149771215623378,149,86,0.0620726595458337,0.301065055616892,"alanine biosynthetic process","BP"
"s__Roseburia_faecis","GO:0006523",0.367458733901687,0.476635690362753,149,86,0.338491797506029,0.6101784722146,"alanine biosynthetic process","BP"
"s__Mogibacterium_kristiansenii","GO:0006523",-0.356928042827901,-0.485410549762073,145,84,0.265653002446448,0.544568782117206,"alanine biosynthetic process","BP"
"s__Roseburia_inulinivorans","GO:0006523",0.236798365273917,0.449917448936271,148,86,0.0794856879648981,0.331073906906671,"alanine biosynthetic process","BP"
"s__Ruminococcus_torques","GO:0006523",0.326374025031743,-0.0691636397943299,149,86,0.00310385237475274,0.11823174374692,"alanine biosynthetic process","BP"
"s__Paratractidigestivibacter_faecalis","GO:0006523",-0.401302549194991,-0.0864578459515168,129,78,0.0206518838119378,0.207046706152318,"alanine biosynthetic process","BP"
"s__Blautia_faecis","GO:0006523",0.319158352983856,-0.0545025708759847,149,86,0.00523171081510605,0.138390216356407,"alanine biosynthetic process","BP"
"s__Ruminococcus_gnavus","GO:0006523",0.289232722655541,0.00455681871786405,149,86,0.0335249823444475,0.241364652371337,"alanine biosynthetic process","BP"
"s__Oscillibacter_sp._ER4","GO:0006523",-0.291922531884743,0.00516062078399925,145,86,0.0273919614460427,0.225900051136942,"alanine biosynthetic process","BP"
"s__Roseburia_intestinalis","GO:0006523",0.247984763286777,0.366705976697014,149,86,0.344210358650406,0.615068347522147,"alanine biosynthetic process","BP"
"s__Ellagibacter_isourolithinifaciens","GO:0006523",-0.31698847608843,-0.175866786169159,140,86,0.27933373113131,0.556657746569576,"alanine biosynthetic process","BP"
"s__Vescimonas_coprocola","GO:0006523",-0.274701355238268,-0.0427284305863484,148,86,0.0831287149348812,0.336981963766455,"alanine biosynthetic process","BP"
"s__Eubacterium_ramulus","GO:0006523",0.276270633049157,0.193867635265814,149,86,0.524470452512719,0.752219026329137,"alanine biosynthetic process","BP"
"s__Lentihominibacter_faecis","GO:0006523",-0.375461339986747,-0.327398866523354,148,85,0.687791044410516,0.856562208879462,"alanine biosynthetic process","BP"
"s__Collinsella_bouchesdurhonensis","GO:0006523",-0.366093669019085,-0.202834868887314,138,84,0.205074326652318,0.485931598762783,"alanine biosynthetic process","BP"
"s__Lachnospira_eligens","GO:0006523",0.330977689098494,0.280418887683381,149,86,0.68202708973782,0.853171138798199,"alanine biosynthetic process","BP"
"s__Veillonella_parvula","GO:0006523",0.304881151712138,0.0825092827828806,143,85,0.0958039846434666,0.35651145374133,"alanine biosynthetic process","BP"
"s__Ruminococcus_flavefaciens","GO:0006523",-0.297233073162623,-0.0940704750224067,147,86,0.124563623016907,0.394938568012737,"alanine biosynthetic process","BP"
"s__Oscillibacter_valericigenes","GO:0006523",-0.3296354072193,-0.168753243077504,149,86,0.211087429398097,0.491971027756638,"alanine biosynthetic process","BP"
"s__Olsenella_uli","GO:0006523",-0.378273898711417,-0.181472106915055,141,84,0.125795987944797,0.396671351812785,"alanine biosynthetic process","BP"
"s__Vescimonas_fastidiosa","GO:0006523",-0.322904107386866,-0.0803905844615312,144,86,0.0667252749014772,0.309801567393732,"alanine biosynthetic process","BP"
"s__Faecalicatena_fissicatena","GO:0006523",0.308470886994377,0.266588046605972,149,86,0.736848318324844,0.882813658303971,"alanine biosynthetic process","BP"
"s__Ruminococcus_sp._FMBCY1","GO:0006523",0.422022580503449,0.0624750069211603,103,58,0.0214610460495847,0.209755211931544,"alanine biosynthetic process","BP"
"s__Oscillibacter_sp._MSJ_31","GO:0006523",-0.322741388299118,-0.131756888802032,147,85,0.14454657858176,0.418791528179739,"alanine biosynthetic process","BP"
"s__Brotomerdimonas_butyrica","GO:0006523",-0.386470619347332,-0.480359585694743,147,85,0.408812470778724,0.666048375132544,"alanine biosynthetic process","BP"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0006523",-0.339662183296841,0.0866672263968767,139,83,0.00184247254987739,0.106668108540816,"alanine biosynthetic process","BP"
"s__Yeguia_hominis","GO:0006523",-0.292668678241254,-0.124166234256333,146,86,0.201141338511183,0.48165499291928,"alanine biosynthetic process","BP"
"s__Intestinimonas_butyriciproducens","GO:0006523",-0.378331217123163,-0.0674843152978914,149,86,0.0164869315653912,0.194989126597229,"alanine biosynthetic process","BP"
"s__Intestinimonas_sp._MSJ_38","GO:0006523",-0.345877188342942,-0.00499080145289872,147,86,0.0100795364827972,0.165218734480335,"alanine biosynthetic process","BP"
"s__Ruminococcus_champanellensis","GO:0006523",-0.314035679633522,-0.390948668624076,142,84,0.535283138137474,0.759164563778436,"alanine biosynthetic process","BP"
"s__Prevotella_sp._P5_64","GO:0006523",0.132791259373538,0.513397129186603,78,56,0.0165772139643206,0.194989126597229,"alanine biosynthetic process","BP"
"s__Blautia_obeum","GO:0004089",-0.290516959912933,-0.142865229491957,149,86,0.259085699145912,0.538421942032987,"carbonate dehydratase activity","MF"
"s__Bifidobacterium_adolescentis","GO:0004089",0.512497166032698,0.383288162766729,106,68,0.304610000504698,0.57889459178264,"carbonate dehydratase activity","MF"
"s__Bifidobacterium_longum","GO:0004089",0.412627910094285,0.47898912724067,139,83,0.56311444500442,0.776880278934744,"carbonate dehydratase activity","MF"
"s__Bifidobacterium_catenulatum","GO:0004089",0.39563128524962,0.42676797194623,93,59,0.832712180503531,0.930475509283306,"carbonate dehydratase activity","MF"
"s__Blautia_glucerasea","GO:0004089",-0.353524396880102,-0.40746261616114,149,86,0.65252221473121,0.834812720088702,"carbonate dehydratase activity","MF"
"s__Prevotella_stercorea","GO:0004089",0.109882696745825,0.41214049108786,130,77,0.0259993437790482,0.222284332515166,"carbonate dehydratase activity","MF"
"s__Blautia_sp._BIOML_A1","GO:0004089",-0.359451669189168,-0.334836548893816,146,86,0.835123417606817,0.931702792054588,"carbonate dehydratase activity","MF"
"s__Prevotellamassilia_timonensis","GO:0004089",0.0829270430466841,0.405091418073659,118,70,0.0251935868094718,0.219851049333471,"carbonate dehydratase activity","MF"
"s__Bacteroides_caccae","GO:0004089",0.358371089004892,0.298663853727145,143,80,0.633786250000236,0.823144426428386,"carbonate dehydratase activity","MF"
"s__Blautia_sp._OF03_15BH","GO:0004089",-0.222435282837967,-0.380687768290957,148,86,0.208356878350497,0.489340003835754,"carbonate dehydratase activity","MF"
"s__Pseudoflavonifractor_phocaeensis","GO:0004089",0.310052602938509,0.161413274211048,149,86,0.251405224566974,0.531128026766294,"carbonate dehydratase activity","MF"
"s__Bacteroides_thetaiotaomicron","GO:0004089",0.159661198800142,0.363956639566396,147,81,0.119847819522248,0.388602592848208,"carbonate dehydratase activity","MF"
"s__Blautia_sp._Marseille_P3087","GO:0004089",-0.150445884865827,-0.356856455493184,148,86,0.10980655590862,0.375954433049028,"carbonate dehydratase activity","MF"
"s__Bifidobacterium_pseudocatenulatum","GO:0004089",0.35512882839086,0.351989782369529,120,78,0.976372154504393,0.992189196517982,"carbonate dehydratase activity","MF"
"s__Blautia_sp._MSJ_19","GO:0004089",-0.313378026704968,-0.456898910325959,148,86,0.223691172281512,0.504247720417841,"carbonate dehydratase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004089",0.0406809406809407,0.525289155246784,111,68,0.000593401025873126,0.0878273078360618,"carbonate dehydratase activity","MF"
"s__Prevotella_pectinovora","GO:0004089",0.118121631512409,0.398127897821713,113,70,0.0525811830426603,0.282470118905493,"carbonate dehydratase activity","MF"
"s__Intestinimonas_butyriciproducens","GO:0004089",0.320838019227281,0.197452710033492,149,86,0.334831868742517,0.606926354013542,"carbonate dehydratase activity","MF"
"s__Dysosmobacter_welbionis","GO:0004089",0.271567469689813,0.179467449630455,145,84,0.484857295360985,0.72418096376467,"carbonate dehydratase activity","MF"
"s__Jingyaoa_shaoxingensis","GO:0004089",-0.269007799746055,-0.251530732581726,149,86,0.888241101796665,0.955340357516942,"carbonate dehydratase activity","MF"
"s__Prevotella_sp._P5_64","GO:0004089",0.0432858280959547,0.48298017771702,78,56,0.00754523627511227,0.154118879209521,"carbonate dehydratase activity","MF"
"s__Collinsella_aerofaciens","GO:0042173",-0.457130419009614,-0.423085994622388,149,86,0.753454395952228,0.891582467832517,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Prevotella_copri","GO:0042173",-0.343867018186693,-0.335355358717098,139,83,0.941045597395321,0.978105626585708,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Catenibacterium_mitsuokai","GO:0042173",-0.381237515634626,-0.500776625666429,137,83,0.297543181077026,0.572786533593652,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Bifidobacterium_adolescentis","GO:0042173",-0.276640552182785,-0.475092567851281,106,68,0.145890379778285,0.420319296100501,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Bifidobacterium_longum","GO:0042173",-0.337231332946065,-0.36830947483313,139,83,0.806698176916018,0.917957462570005,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Mogibacterium_kristiansenii","GO:0042173",-0.319615021256495,-0.302419763085957,145,84,0.887208618323939,0.95484779197268,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Paratractidigestivibacter_faecalis","GO:0042173",-0.520555679785331,-0.46779802476005,129,78,0.627069243407419,0.819231666849014,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Parolsenella_catena","GO:0042173",-0.468064491938508,-0.548780487804878,126,83,0.453892894030347,0.701168595231873,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Senegalimassilia_anaerobia","GO:0042173",-0.295731854352544,-0.418995505178816,144,85,0.312807465604378,0.586870862863335,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Collinsella_bouchesdurhonensis","GO:0042173",-0.434182136994308,-0.503837197529614,138,84,0.531480504581988,0.75682451138874,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Prevotellamassilia_timonensis","GO:0042173",-0.351403664464482,-0.366039716560231,118,70,0.918907059685115,0.967844968985835,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Olsenella_uli","GO:0042173",-0.384965109807783,-0.379264958995646,141,84,0.956786239816818,0.985140430071815,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Ruminococcus_sp._BSD2780120874_150323_B10","GO:0042173",0.337719532376021,0.375447710184552,131,76,0.774445916336402,0.902032115172558,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Senegalimassilia_faecalis","GO:0042173",-0.420384751806149,-0.316533124877858,137,85,0.389274329955959,0.651187542504719,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Blautia_sp._OF03_15BH","GO:0042173",0.126965206543347,0.407670173121374,148,86,0.0276086909924967,0.226196851017623,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Megasphaera_elsdenii","GO:0042173",-0.347662918303753,-0.0225842280636801,121,74,0.0240469182920593,0.217284969417003,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Bifidobacterium_pseudocatenulatum","GO:0042173",-0.316862282102924,-0.325585806598465,120,78,0.951782585753862,0.983146227113808,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Prevotella_sp._Marseille_P4119","GO:0042173",-0.260863460863461,-0.452341871206627,111,68,0.164125468818455,0.441042913040774,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Clostridium_sp._AF36_4","GO:0042173",0.320600251496194,0.191593216909673,132,78,0.340719435002795,0.612544511822581,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Clostridium_sp._AF37_5","GO:0042173",0.317528896869038,0.181103295075898,133,74,0.323112274351726,0.596310421697692,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Collinsella_tanakaei","GO:0042173",-0.307035687317377,-0.224675706309559,143,83,0.525493596633424,0.752859678068224,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Parolsenella_massiliensis","GO:0042173",-0.335561082320803,-0.270808139229192,118,77,0.630461048434893,0.821071442689372,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Allisonella_histaminiformans","GO:0042173",-0.350877733766934,-0.227657324167107,92,61,0.424760634091768,0.678376436045705,"regulation of sporulation resulting in formation of a cellular spore","BP"
"s__Paratractidigestivibacter_faecalis","GO:0030388",-0.308793604651163,-0.170930335487298,129,78,0.315163933380019,0.588919660379581,"fructose 1,6-bisphosphate metabolic process","BP"
"s__Blautia_faecis","GO:0030388",0.276756756756757,0.241454785603094,149,86,0.780358194243834,0.905361756381081,"fructose 1,6-bisphosphate metabolic process","BP"
"s__Ruminococcus_gnavus","GO:0030388",0.282916742245601,0.0121420821736874,149,86,0.0432801735010315,0.264263787650275,"fructose 1,6-bisphosphate metabolic process","BP"
"s__Parolsenella_catena","GO:0030388",-0.289874765654293,-0.268376642458335,126,83,0.868431100539415,0.946662246341621,"fructose 1,6-bisphosphate metabolic process","BP"
"s__Senegalimassilia_anaerobia","GO:0030388",-0.280246764729523,-0.341430525698652,144,85,0.630987707239773,0.821263078740143,"fructose 1,6-bisphosphate metabolic process","BP"
"s__Collinsella_bouchesdurhonensis","GO:0030388",-0.288224133482804,-0.389875468259593,138,84,0.418406424433342,0.673600011672396,"fructose 1,6-bisphosphate metabolic process","BP"
"s__Olsenella_uli","GO:0030388",-0.283779271372918,-0.126050420168067,141,84,0.239017700065597,0.5188311402884,"fructose 1,6-bisphosphate metabolic process","BP"
"s__Senegalimassilia_faecalis","GO:0030388",-0.30566860193776,-0.188958374047293,137,85,0.374534623426722,0.639399910842173,"fructose 1,6-bisphosphate metabolic process","BP"
