"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2","Description","Ontology"
"s__Phascolarctobacterium_succinatutens","GO:0006233",-0.00607641241024251,-0.538564721663313,121,71,0.000100309061417056,0.0701594561540619,0.532488309253071,38,2,"dTDP biosynthetic process","BP"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0006233",-0.078310854980845,-0.536049631120054,118,71,0.000732263440281171,0.0891344997407774,0.457738776139209,21,2,"dTDP biosynthetic process","BP"
"s__Anthropogastromicrobium_aceti","GO:0008811",-0.345358096077176,0.149261757630077,148,86,0.000220411201098815,0.0772956595505867,0.494619853707253,8,2,"chloramphenicol O-acetyltransferase activity","MF"
"s__Gallintestinimicrobium_propionicum","GO:0008811",-0.31140495378271,0.17067786216331,148,86,0.00034694148379257,0.0829800091921737,0.48208281594602,2,2,"chloramphenicol O-acetyltransferase activity","MF"
"s__Intestinimonas_sp._MSJ_38","GO:0006083",0.400131470581568,0.718949007028633,147,86,0.000512251043868405,0.0854158017121955,0.318817536447065,12,1,"acetate metabolic process","BP"
"s__Intestinimonas_sp._MSJ_38","GO:0008775",0.400131470581568,0.718949007028633,147,86,0.000512251043868405,0.0854158017121955,0.318817536447065,12,1,"acetate CoA-transferase activity","MF"
"s__Phocea_massiliensis","GO:0008810",-0.080871006927345,0.385388437217705,143,81,0.000602065058482419,0.0885195123401867,0.46625944414505,18,1,"cellulase activity","MF"
"s__Bacteroides_thetaiotaomicron","GO:0006163",-0.338211848975058,0.185591689250226,147,81,0.000131632527881599,0.0713457356520512,0.523803538225284,15,1,"purine nucleotide metabolic process","BP"
"s__Bacteroides_thetaiotaomicron","GO:0004385",-0.322594050578395,0.175519421860885,147,81,0.000288462588244243,0.0803975280395065,0.49811347243928,15,1,"guanylate kinase activity","MF"
"s__Ruminococcus_sp._M6_2020","GO:0006080",0.044150527475988,0.472210279460621,145,85,0.000778485852695695,0.089390299395526,0.428059751984633,3,2,"substituted mannan metabolic process","BP"
"s__Phocea_massiliensis","GO:0006080",-0.0451267516926468,0.389329685362517,145,85,0.00107143265709034,0.0945515389416827,0.434456437055164,18,2,"substituted mannan metabolic process","BP"
"s__Ruminococcus_sp._M6_2020","GO:0016985",0.044150527475988,0.472210279460621,145,85,0.000778485852695695,0.089390299395526,0.428059751984633,3,2,"mannan endo-1,4-beta-mannosidase activity","MF"
"s__Phocea_massiliensis","GO:0016985",-0.0451267516926468,0.389329685362517,145,85,0.00107143265709034,0.0945515389416827,0.434456437055164,18,2,"mannan endo-1,4-beta-mannosidase activity","MF"
"s__Faecalibacillus_intestinalis","GO:0006106",-0.327720204756442,0.181844830955638,146,85,0.000164553528254985,0.0748989044502578,0.50956503571208,5,1,"fumarate metabolic process","BP"
"s__Faecalibacillus_intestinalis","GO:0045239",-0.325190633645995,0.182372483877272,146,85,0.000175743680402182,0.0771573943293501,0.507563117523267,5,1,"tricarboxylic acid cycle enzyme complex","CC"
"s__Blautia_ammoniilytica","GO:0009234",-0.00496784964666077,-0.433218548044719,148,86,0.000914612305299198,0.0933158992068922,0.428250698398058,8,1,"menaquinone biosynthetic process","BP"
"s__Paratractidigestivibacter_faecalis","GO:0006790",-0.537052772808587,-0.120145677107702,129,78,0.00104829076085655,0.0945515389416827,0.416907095700884,6,1,"sulfur compound metabolic process","BP"
"s__Eubacterium_ramulus","GO:0009346",-0.0821694177398875,0.373687438086702,149,86,0.000586565482797455,0.0878267606722709,0.45585685582659,7,3,"citrate lyase complex","CC"
"s__Simiaoa_sunii","GO:0009346",-0.0736988229396624,0.436994332616768,146,85,9.83542480798689e-05,0.0701594561540619,0.51069315555643,20,3,"citrate lyase complex","CC"
"s__Adlercreutzia_equolifaciens","GO:0009346",0.0107065410392221,-0.434445020991556,147,86,0.000591170233788429,0.0878267606722709,0.445151562030778,21,3,"citrate lyase complex","CC"
"s__Paratractidigestivibacter_faecalis","GO:0004781",-0.544901610017889,-0.115213900024027,129,78,0.000706146696596385,0.0891344997407774,0.429687709993862,6,1,"sulfate adenylyltransferase (ATP) activity","MF"
"s__Paratractidigestivibacter_faecalis","GO:0019419",-0.550805008944544,-0.116402584757015,129,78,0.000588949005561573,0.0878267606722709,0.434402424187529,6,1,"sulfate reduction","BP"
"s__Eubacterium_ramulus","GO:0006397",0.402742608380192,-0.0263125619132978,149,86,0.0010161855695777,0.0942794003147865,0.42905517029349,7,2,"mRNA processing","BP"
"s__Blautia_sp._MCC270","GO:0006397",0.0272169145408582,-0.411745837067786,143,86,0.000843872887500927,0.0913893754897955,0.438962751608644,1,2,"mRNA processing","BP"
"s__Blautia_obeum","GO:0042301",-0.273662252856884,0.217755554507288,149,86,0.000276301902887716,0.0803975280395065,0.491417807364172,26,2,"phosphate ion binding","MF"
"s__Phascolarctobacterium_succinatutens","GO:0042301",0.110283159463487,-0.418175720992622,121,71,0.000282744631654739,0.0803975280395065,0.52845888045611,38,2,"phosphate ion binding","MF"
"s__Eubacterium_ramulus","GO:0008814",-0.0699437692726283,0.378593329874051,149,86,0.00069903330900541,0.0891344997407774,0.448537099146679,7,3,"citrate CoA-transferase activity","MF"
"s__Simiaoa_sunii","GO:0008814",-0.0789391996760915,0.426460816884894,146,85,0.000123272037125019,0.0703469397546883,0.505400016560985,20,3,"citrate CoA-transferase activity","MF"
"s__Adlercreutzia_equolifaciens","GO:0008814",0.0179487566963105,-0.42387848483419,147,86,0.000687585542079511,0.0891344997407774,0.441827241530501,21,3,"citrate CoA-transferase activity","MF"
"s__Bacteroides_thetaiotaomicron","GO:0140911",-0.186760005742393,-0.581323396567299,147,81,0.000777174147288764,0.089390299395526,0.394563390824906,15,1,"none","none"
"s__Phascolarctobacterium_succinatutens","GO:0044205",0.0680802059341553,-0.412910798122066,121,71,0.000930421535881027,0.0933158992068922,0.480991004056221,38,1,"'de novo' UMP biosynthetic process","BP"
"s__Phascolarctobacterium_succinatutens","GO:0042908",0.00190271675815046,0.497599846390169,118,63,0.000693703743173504,0.0891344997407774,0.495697129632019,38,3,"xenobiotic transport","BP"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0042908",0.125728519066038,0.595430107526882,114,63,0.000528078068085179,0.0854158017121955,0.469701588460844,21,3,"xenobiotic transport","BP"
"s__Adlercreutzia_equolifaciens","GO:0042908",0.174703963537245,-0.390753911806543,139,75,5.81423615990059e-05,0.0701594561540619,0.565457875343788,21,3,"xenobiotic transport","BP"
"s__Prevotella_sp._885","GO:0009036",-0.00658320108152589,0.458040232012835,107,73,0.00127071676103377,0.0987555991075057,0.464623433094361,2,2,"Type II site-specific deoxyribonuclease activity","MF"
"s__Bacteroides_thetaiotaomicron","GO:0009036",-0.0884668565686178,0.388369467028004,147,81,0.000420371405853726,0.0838182743046852,0.476836323596621,15,2,"Type II site-specific deoxyribonuclease activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004132",0.235898560898561,-0.433637439401458,111,68,8.11382894736771e-06,0.0490594728891098,0.669536000300019,31,1,"dCMP deaminase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0006220",0.235898560898561,-0.433637439401458,111,68,8.11382894736771e-06,0.0490594728891098,0.669536000300019,31,1,"pyrimidine nucleotide metabolic process","BP"
"s__Holdemanella_biformis","GO:0009425",-0.0316024831844583,-0.453108601654003,148,83,0.00110536540544803,0.0945808635358021,0.421506118469545,3,1,"bacterial-type flagellum basal body","CC"
"s__Senegalimassilia_faecalis","GO:0008759",0.0709603373725511,-0.463841421736159,131,76,0.000102017172457496,0.0701594561540619,0.53480175910871,7,1,"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity","MF"
"s__Clostridium_sp._D43t1_170807_H7","GO:0006401",0.165572476919435,-0.40306905370844,115,69,0.00014078092895363,0.0713457356520512,0.568641530627875,6,1,"RNA catabolic process","BP"
"s__Suilimivivens_aceti","GO:0009247",0.00822175414696987,0.434237464031322,148,86,0.00096317361988863,0.0935868372687445,0.426015709884352,13,1,"glycolipid biosynthetic process","BP"
"s__Adlercreutzia_equolifaciens","GO:0008616",0.0822975617496165,-0.383876597952734,147,86,0.000438229273389331,0.0838182743046852,0.46617415970235,21,1,"queuosine biosynthetic process","BP"
"s__Bacteroides_xylanisolvens","GO:0006979",0.266168314444176,0.677044790652386,144,79,0.000119389153085178,0.0701594561540619,0.410876476208209,25,2,"response to oxidative stress","BP"
"s__Prevotella_sp._P5_64","GO:0006979",0.0964731471060585,0.604101161995899,78,56,0.000861847898376953,0.0921457481701598,0.50762801488984,40,2,"response to oxidative stress","BP"
"s__Roseburia_sp._CLA_AA_H204","GO:0009263",-0.281533314381929,0.165834067979234,140,82,0.00128833277921277,0.0990763118135079,0.447367382361163,1,1,"deoxyribonucleotide biosynthetic process","BP"
"s__Phascolarctobacterium_succinatutens","GO:0015556",0.0276824779498576,0.539369550637156,120,71,0.000176804556770451,0.0771573943293501,0.511687072687299,38,3,"C4-dicarboxylate transmembrane transporter activity","MF"
"s__Senegalimassilia_faecalis","GO:0015556",-0.0425456800725156,-0.490404533906586,136,85,0.000467275694846729,0.0838182743046852,0.44785885383407,7,3,"C4-dicarboxylate transmembrane transporter activity","MF"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0015556",0.119131112409897,0.554359490274983,117,71,0.00106405384694291,0.0945515389416827,0.435228377865086,21,3,"C4-dicarboxylate transmembrane transporter activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0015740",0.0276824779498576,0.539369550637156,120,71,0.000176804556770451,0.0771573943293501,0.511687072687299,38,3,"C4-dicarboxylate transport","BP"
"s__Senegalimassilia_faecalis","GO:0015740",-0.0425456800725156,-0.490404533906586,136,85,0.000467275694846729,0.0838182743046852,0.44785885383407,7,3,"C4-dicarboxylate transport","BP"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0015740",0.119131112409897,0.554359490274983,117,71,0.00106405384694291,0.0945515389416827,0.435228377865086,21,3,"C4-dicarboxylate transport","BP"
"s__Bacteroides_thetaiotaomicron","GO:0006576",-0.186000649797127,-0.607723577235772,147,81,0.000256451682416289,0.0798059145880131,0.421722927438645,15,2,"cellular biogenic amine metabolic process","BP"
"s__Prevotella_sp._P5_64","GO:0006576",-0.00610781623439851,-0.556732740943267,78,56,0.000585819309047819,0.0878267606722709,0.550624924708869,40,2,"cellular biogenic amine metabolic process","BP"
"s__Phocaeicola_vulgatus","GO:0015668",-0.110858564358085,0.380744374734657,148,86,0.000213378270338036,0.0772956595505867,0.491602939092742,6,3,"Type III site-specific deoxyribonuclease activity","MF"
"s__Collinsella_sp._TF05_9AC","GO:0015668",0.136975750094368,-0.409470229723394,133,80,7.44142475643184e-05,0.0701594561540619,0.546445979817762,25,3,"Type III site-specific deoxyribonuclease activity","MF"
"s__Bacteroides_xylanisolvens","GO:0015668",-0.0347962382445141,0.524756572541383,144,79,1.58744178143332e-05,0.0566379455904697,0.559552810785897,25,3,"Type III site-specific deoxyribonuclease activity","MF"
"s__Prevotella_hominis","GO:0004721",-0.0846516554481156,0.40841854781658,112,72,0.000809226928373955,0.0904311092457895,0.493070203264695,9,3,"phosphoprotein phosphatase activity","MF"
"s__Faecalibacterium_sp._HTFF","GO:0004721",0.0773807364411391,0.507308970099668,149,85,0.000521302047629939,0.0854158017121955,0.429928233658529,5,3,"phosphoprotein phosphatase activity","MF"
"s__Blautia_ammoniilytica","GO:0004721",0.14189837008629,-0.364120949101373,148,86,0.000149719371843777,0.0737042666509963,0.506019319187662,8,3,"phosphoprotein phosphatase activity","MF"
"s__Vescimonas_fastidiosa","GO:0016755",0.0786030061892131,-0.381442520873626,144,86,0.000550315423916565,0.0864449485356485,0.460045527062839,25,2,"transferase activity, transferring amino-acyl groups","MF"
"s__Intestinimonas_sp._MSJ_38","GO:0016755",0.046781615274766,-0.396990424076607,147,86,0.000752491348311322,0.0891344997407774,0.443772039351373,12,2,"transferase activity, transferring amino-acyl groups","MF"
"s__Vescimonas_fastidiosa","GO:0044038",0.0788521823004582,-0.381442520873626,144,86,0.000546640658840517,0.0862746630349643,0.460294703174084,25,2,"cell wall macromolecule biosynthetic process","BP"
"s__Intestinimonas_sp._MSJ_38","GO:0044038",0.0470611791551126,-0.396990424076607,147,86,0.000746977793237203,0.0891344997407774,0.44405160323172,12,2,"cell wall macromolecule biosynthetic process","BP"
"s__Suilimivivens_aceti","GO:0047343",0.0689501993432962,0.507825840841549,148,86,0.000392074863896336,0.0838182743046852,0.438875641498253,13,1,"glucose-1-phosphate cytidylyltransferase activity","MF"
"s__Prevotella_sp._P5_64","GO:0070009",0.176192228823808,0.644634313055366,77,56,0.00118882005112227,0.0964755634865582,0.468442084231558,40,1,"serine-type aminopeptidase activity","MF"
"s__Yeguia_hominis","GO:0019538",-0.000279563880346659,-0.493202509552337,146,86,9.92812429983344e-05,0.0701594561540619,0.492922945671991,6,1,"protein metabolic process","BP"
"s__Dorea_sp._AF36_15AT","GO:0005615",-0.205895527084405,-0.6328237319024,148,84,0.000117906564177238,0.0701594561540619,0.426928204817994,24,1,"extracellular space","CC"
"s__Brotomerdimonas_butyrica","GO:0016817",-0.19160703896516,-0.567949970685949,147,85,0.00120987425993882,0.0968524703542127,0.376342931720788,3,1,"hydrolase activity, acting on acid anhydrides","MF"
"s__Bacteroides_fragilis","GO:0015667",-0.0239397787048794,0.467692619216361,149,84,0.000137760151780357,0.0713457356520512,0.491632397921241,2,1,"site-specific DNA-methyltransferase (cytosine-N4-specific) activity","MF"
"s__Bacteroides_fragilis","GO:0090124",-0.0239397787048794,0.467692619216361,149,84,0.000137760151780357,0.0713457356520512,0.491632397921241,2,1,"N-4 methylation of cytosine","BP"
"s__Faecalibacterium_prausnitzii","GO:0004348",0.460627607473245,0.0341619887730553,149,86,0.000765505065113053,0.0891344997407774,0.42646561870019,3,2,"glucosylceramidase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004348",0.162144612144612,0.590869183494293,111,68,0.00111480396822605,0.0949568926561188,0.428724571349681,31,2,"glucosylceramidase activity","MF"
"s__Faecalibacterium_prausnitzii","GO:0006665",0.460627607473245,0.0341619887730553,149,86,0.000765505065113053,0.0891344997407774,0.42646561870019,3,2,"sphingolipid metabolic process","BP"
"s__Prevotella_sp._Marseille_P4119","GO:0006665",0.162144612144612,0.590869183494293,111,68,0.00111480396822605,0.0949568926561188,0.428724571349681,31,2,"sphingolipid metabolic process","BP"
"s__Mogibacterium_kristiansenii","GO:0008986",0.340434852503818,-0.100577098309203,144,84,0.00113693481981827,0.0949568926561188,0.441011950813021,4,2,"pyruvate, water dikinase activity","MF"
"s__Blautia_sp._Marseille_P3087","GO:0008986",0.0525202306024224,-0.396065852162838,147,86,0.000665568841873679,0.0891344997407774,0.44858608276526,3,2,"pyruvate, water dikinase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0004867",-0.278588271876862,-0.663035334615774,148,84,0.000243069204768398,0.0785880497339302,0.384447062738912,24,1,"serine-type endopeptidase inhibitor activity","MF"
"s__Blautia_faecis","GO:0034228",-0.0823580627607473,0.39034860134912,149,86,0.000343157508164203,0.0829800091921737,0.472706664109868,17,1,"ethanolamine transmembrane transporter activity","MF"
"s__Blautia_faecis","GO:0034229",-0.0823580627607473,0.39034860134912,149,86,0.000343157508164203,0.0829800091921737,0.472706664109868,17,1,"ethanolamine transport","BP"
"s__Blautia_schinkii","GO:0043419",0.154431344095774,0.539827350346714,149,86,0.00118968903742891,0.0964755634865582,0.385396006250941,3,1,"urea catabolic process","BP"
"s__Oscillibacter_sp._ER4","GO:0003998",-0.376968193985199,-0.691211849615548,145,86,0.00109812739618396,0.0945808635358021,0.314243655630349,31,1,"acylphosphatase activity","MF"
"s__Faecalibacillus_intestinalis","GO:0009009",0.356763999884318,-0.0765487590384991,146,85,0.00121428210526156,0.0968972251091948,0.433312758922818,5,1,"site-specific recombinase activity","MF"
"s__Blautia_sp._MSJ_19","GO:0015234",-0.0661812339664689,0.396009245719138,148,86,0.000454088445022798,0.0838182743046852,0.462190479685607,7,1,"thiamine transmembrane transporter activity","MF"
"s__Clostridium_sp._D43t1_170807_H7","GO:0000041",0.308237986270023,-0.251297040555353,115,69,0.000226600242132763,0.0772956595505867,0.559535026825375,6,1,"transition metal ion transport","BP"
"s__Prevotella_sp._Marseille_P4119","GO:0009347",0.283002808002808,0.668778867809291,111,68,0.00106232272696698,0.0945515389416827,0.385776059806483,31,1,"aspartate carbamoyltransferase complex","CC"
"s__Phascolarctobacterium_succinatutens","GO:0003999",-0.117341823601138,-0.554661301140174,121,71,0.000937802783390697,0.0933158992068922,0.437319477539036,38,1,"adenine phosphoribosyltransferase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0006168",-0.117341823601138,-0.554661301140174,121,71,0.000937802783390697,0.0933158992068922,0.437319477539036,38,1,"adenine salvage","BP"
"s__Klebsiella_pneumoniae","GO:0006801",0.0231344095773626,0.467469879518072,149,84,0.000517714076753491,0.0854158017121955,0.44433546994071,2,1,"superoxide metabolic process","BP"
"s__Senegalimassilia_anaerobia","GO:0009421",-0.120280977637885,-0.549199508059338,142,82,0.000462061882479211,0.0838182743046852,0.428918530421453,7,1,"bacterial-type flagellum filament cap","CC"
"s__Holdemanella_porci","GO:0004197",0.011418094974988,-0.428915662650602,138,84,0.000883151250678798,0.0930704473875949,0.44033375762559,3,3,"cysteine-type endopeptidase activity","MF"
"s__Collinsella_sp._TF05_9AC","GO:0004197",-0.0761571499984697,-0.503187998124707,133,80,0.000971298881605259,0.0935868372687445,0.427030848126237,25,3,"cysteine-type endopeptidase activity","MF"
"s__Oscillibacter_sp._MCC667","GO:0004197",0.0639860515220055,0.520207152628493,148,85,0.000225441610288209,0.0772956595505867,0.456221101106488,6,3,"cysteine-type endopeptidase activity","MF"
"s__Bacteroides_thetaiotaomicron","GO:0033925",-0.0389856072807219,0.532925812725757,118,60,0.000104353407108979,0.0701594561540619,0.571911420006479,15,2,"mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity","MF"
"s__Phocaeicola_massiliensis","GO:0033925",-0.0714242319920617,0.434010727506233,114,62,0.000949470451279441,0.0935868372687445,0.505434959498294,1,2,"mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity","MF"
"s__Ruminococcus_flavefaciens","GO:0022872",-0.213148569312953,-0.597943299212227,147,86,0.000636955949809808,0.0888826995760413,0.384794729899274,10,6,"protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity","MF"
"s__Oscillibacter_valericigenes","GO:0022872",-0.286740431706875,-0.657700834945045,149,86,0.000356206491500285,0.0832435822926086,0.37096040323817,5,6,"protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity","MF"
"s__Oscillibacter_sp._MSJ_31","GO:0022872",-0.230379526857022,-0.623451240961501,147,85,0.000364700686368767,0.0838182743046852,0.393071714104479,11,6,"protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity","MF"
"s__Pseudoflavonifractor_sp._MSJ_30","GO:0022872",-0.181330213928488,-0.563847351290155,148,86,0.00101323905078947,0.0942794003147865,0.382517137361667,2,6,"protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity","MF"
"s__Yeguia_hominis","GO:0022872",-0.139143763315435,-0.613094957309307,146,86,3.53854998952464e-05,0.0661012123312639,0.473951193993872,6,6,"protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity","MF"
"s__Phocea_massiliensis","GO:0022872",-0.0375824524552509,-0.489145714420492,147,86,0.000332186178481301,0.0821292155639086,0.451563261965241,18,6,"protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity","MF"
"s__Catenibacterium_mitsuokai","GO:0043743",0.348922844288461,-0.16873766844381,137,83,0.000165056975751254,0.0748989044502578,0.517660512732271,12,2,"LPPG:FO 2-phospho-L-lactate transferase activity","MF"
"s__Gallintestinimicrobium_propionicum","GO:0043743",-0.44592558590641,-0.00846266333317609,148,86,0.000644095015500128,0.0888826995760413,0.437462922573234,2,2,"LPPG:FO 2-phospho-L-lactate transferase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0071709",-0.152492439761974,-0.63145831510804,135,70,9.3255702374943e-05,0.0701594561540619,0.478965875346065,24,2,"membrane assembly","BP"
"s__Dorea_ammoniilytica","GO:0071709",-0.181801775436543,-0.617881200244948,135,70,0.000371677700627428,0.0838182743046852,0.436079424808405,15,2,"membrane assembly","BP"
"s__Blautia_obeum","GO:0042732",0.0436277888626882,-0.452276050757111,149,86,0.000121124676856037,0.0701594561540619,0.495903839619799,26,3,"D-xylose metabolic process","BP"
"s__Blautia_glucerasea","GO:0042732",-0.0140794485760929,-0.485390820321713,149,86,0.000189454042775999,0.0772956595505867,0.47131137174562,4,3,"D-xylose metabolic process","BP"
"s__Prevotella_stercorea","GO:0042732",-0.0239713774597496,0.458436300541564,130,77,0.000416067497701958,0.0838182743046852,0.482407678001313,9,3,"D-xylose metabolic process","BP"
"s__Blautia_obeum","GO:0048040",0.0436277888626882,-0.452276050757111,149,86,0.000121124676856037,0.0701594561540619,0.495903839619799,26,3,"UDP-glucuronate decarboxylase activity","MF"
"s__Blautia_glucerasea","GO:0048040",-0.0140794485760929,-0.485390820321713,149,86,0.000189454042775999,0.0772956595505867,0.47131137174562,4,3,"UDP-glucuronate decarboxylase activity","MF"
"s__Prevotella_stercorea","GO:0048040",-0.0239713774597496,0.458436300541564,130,77,0.000416067497701958,0.0838182743046852,0.482407678001313,9,3,"UDP-glucuronate decarboxylase activity","MF"
"s__Senegalimassilia_faecalis","GO:0008984",0.0398006235182108,-0.420663956639566,137,81,0.000651378368995229,0.0888826995760413,0.460464580157777,7,1,"protein-glutamate methylesterase activity","MF"
"s__Klebsiella_pneumoniae","GO:0004784",0.0416034826773082,0.504837779301488,149,82,0.000252326535341443,0.0795132013811968,0.46323429662418,2,1,"superoxide dismutase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0047200",0.0730321094702615,-0.488464118041583,121,71,7.39357912022525e-05,0.0701594561540619,0.561496227511844,38,1,"tetrahydrodipicolinate N-acetyltransferase activity","MF"
"s__Roseburia_inulinivorans","GO:0033920",0.00644639303754565,-0.437136782423813,140,84,0.000749059337527009,0.0891344997407774,0.443583175461359,15,1,"6-phospho-beta-galactosidase activity","MF"
"s__Bacteroides_caccae","GO:0000270",0.259997045208313,0.624730426629161,143,80,0.00108527874245798,0.0945515389416827,0.364733381420848,4,1,"peptidoglycan metabolic process","BP"
"s__Bacteroides_caccae","GO:0008933",0.259997045208313,0.624730426629161,143,80,0.00108527874245798,0.0945515389416827,0.364733381420848,4,1,"lytic transglycosylase activity","MF"
"s__Clostridium_sp._D43t1_170807_H7","GO:0033743",0.380533417501775,-0.1120935330654,115,69,0.000996784900501846,0.0940549590865733,0.492626950567176,6,1,"peptide-methionine (R)-S-oxide reductase activity","MF"
"s__Bacteroides_xylanisolvens","GO:0009279",0.172794212080997,0.75543872639763,141,74,3.36364888361962e-08,0.00224029106595718,0.582644514316634,25,1,"cell outer membrane","CC"
"s__Prevotella_hominis","GO:0008107",-0.130394300748283,0.38163225930928,112,72,0.000573089325729873,0.0878267606722709,0.512026560057563,9,1,"galactoside 2-alpha-L-fucosyltransferase activity","MF"
"s__Simiaoa_sunii","GO:0004730",0.00536184242237282,0.443853820598007,146,85,0.000709162018776973,0.0891344997407774,0.438491978175634,20,1,"pseudouridylate synthase activity","MF"
"s__Fusicatenibacter_saccharivorans","GO:0005618",-0.309896951481322,0.18765928906774,137,71,0.000647347867387898,0.0888826995760413,0.497556240549062,5,1,"cell wall","CC"
"s__Anaerostipes_hadrus","GO:1900723",-0.0278142572102304,-0.465804990801453,149,86,0.00056109071270518,0.087310736148323,0.437990733591223,6,1,"negative regulation of protein adenylylation","BP"
"s__Oscillibacter_sp._ER4","GO:0046857",0.0330184222957015,0.4704278503703,145,86,0.000587369493402198,0.0878267606722709,0.437409428074599,31,4,"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor","MF"
"s__Vescimonas_fastidiosa","GO:0046857",-0.0571778795916727,0.428973064767206,144,86,0.000207967902187562,0.0772956595505867,0.486150944358879,25,4,"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor","MF"
"s__Adlercreutzia_equolifaciens","GO:0046857",0.0433890698078565,-0.392405302136893,147,86,0.000946697528263243,0.0935868372687445,0.43579437194475,21,4,"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor","MF"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0046857",-0.0159345815273247,0.430880315687838,139,83,0.000763509262543371,0.0891344997407774,0.446814897215163,10,4,"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor","MF"
"s__Collinsella_sp._TF05_9AC","GO:0004602",-0.107038287713857,-0.530975353760164,133,78,0.000909047399378672,0.0933158992068922,0.423937066046307,25,3,"glutathione peroxidase activity","MF"
"s__Brotomerdimonas_butyrica","GO:0004602",0.0444582127556687,-0.398220057932077,147,83,0.000888978840083162,0.0933158992068922,0.442678270687746,3,3,"glutathione peroxidase activity","MF"
"s__Bacteroides_xylanisolvens","GO:0004602",0.166160276505104,0.603580629896419,144,77,0.000237067197069528,0.0782152377144796,0.437420353391315,25,3,"glutathione peroxidase activity","MF"
"s__Mogibacterium_kristiansenii","GO:0015233",0.145504644937805,0.550268300091121,145,84,0.000748338911848433,0.0891344997407774,0.404763655153316,4,3,"pantothenate transmembrane transporter activity","MF"
"s__Senegalimassilia_anaerobia","GO:0015233",0.0931677517884414,0.50500293140512,144,85,0.000928377100629397,0.0933158992068922,0.411835179616679,7,3,"pantothenate transmembrane transporter activity","MF"
"s__Collinsella_sp._TF05_9AC","GO:0015233",-0.0582222176880464,0.396085325832161,133,80,0.000966659800562626,0.0935868372687445,0.454307543520208,25,3,"pantothenate transmembrane transporter activity","MF"
"s__Mogibacterium_kristiansenii","GO:0015887",0.145504644937805,0.550268300091121,145,84,0.000748338911848433,0.0891344997407774,0.404763655153316,4,3,"pantothenate transmembrane transport","BP"
"s__Senegalimassilia_anaerobia","GO:0015887",0.0931677517884414,0.50500293140512,144,85,0.000928377100629397,0.0933158992068922,0.411835179616679,7,3,"pantothenate transmembrane transport","BP"
"s__Collinsella_sp._TF05_9AC","GO:0015887",-0.0582222176880464,0.396085325832161,133,80,0.000966659800562626,0.0935868372687445,0.454307543520208,25,3,"pantothenate transmembrane transport","BP"
"s__Bacteroides_thetaiotaomicron","GO:0008821",0.287266998617292,0.651016260162602,147,81,0.000667024961394179,0.0891344997407774,0.363749261545309,15,1,"crossover junction endodeoxyribonuclease activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0004014",-0.0128031432055277,0.452380952380952,121,71,0.00109188915178902,0.0945515389416827,0.46518409558648,38,2,"adenosylmethionine decarboxylase activity","MF"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0004014",0.0299942662853929,0.51307847082495,118,71,0.000489266581112387,0.0839861394377018,0.483084204539557,21,2,"adenosylmethionine decarboxylase activity","MF"
"s__Simiaoa_sunii","GO:0019556",0.165443711218359,0.557579913148529,143,82,0.00109360436714156,0.0945515389416827,0.39213620193017,20,1,"histidine catabolic process to glutamate and formamide","BP"
"s__Oscillibacter_sp._ER4","GO:0015661",0.236632026452527,0.624737015896976,145,86,0.000404925839877465,0.0838182743046852,0.388104989444449,31,3,"L-lysine efflux transmembrane transporter activity","MF"
"s__Vescimonas_fastidiosa","GO:0015661",0.144260911502291,0.571753384593613,144,86,0.000285135798238831,0.0803975280395065,0.427492473091322,25,3,"L-lysine efflux transmembrane transporter activity","MF"
