"","s__Streptococcus_mitis","s__Streptococcus_salivarius","s__Streptococcus_parasanguinis","s__Streptococcus_oralis","s__Rothia_mucilaginosa","s__Neisseria_mucosa","s__Haemophilus_parainfluenzae","s__Neisseria_sicca","s__Streptococcus_infantis","s__Schaalia_odontolytica","s__Prevotella_melaninogenica","s__Actinomyces_sp._ICM47","s__Gemella_haemolysans","s__Streptococcus_sanguinis","s__Actinomyces_graevenitzii","s__Streptococcus_pseudopneumoniae","s__Streptococcus_sp._263_SSPC","s__Veillonella_atypica","s__Haemophilus_parahaemolyticus","s__Prevotella_histicola","s__Streptococcus_cristatus","s__Streptococcus_pneumoniae","s__Neisseria_subflava","s__Streptococcus_australis","s__Veillonella_dispar","s__Gemella_sanguinis","s__Haemophilus_haemolyticus","s__Streptococcus_sp._oral_taxon_431","s__Streptococcus_rubneri","s__Streptococcus_vestibularis","s__Streptococcus_sp._M334","s__Prevotella_pallens","s__Lancefieldella_parvula","s__Prevotella_jejuni","s__Streptococcus_gordonii","s__Granulicatella_adiacens","s__Actinomyces_bouchesdurhonensis","s__Veillonella_parvula","s__Veillonella_rogosae","s__Actinomyces_oris","s__Haemophilus_sputorum","s__Rothia_sp._HMSC065C12","s__Streptococcus_sp._HSISS2","s__Rothia_dentocariosa","s__Streptococcus_timonensis","s__Lautropia_mirabilis","s__Streptococcus_sp._HMSC067H01","s__Streptococcus_sp._Marseille_Q3533","s__Rothia_sp._HMSC072B04","s__Veillonella_tobetsuensis","s__Alloprevotella_tannerae","s__Neisseria_sp._HMSC071A01","s__Megasphaera_micronuciformis","s__Neisseria_meningitidis","s__Alloprevotella_sp._oral_taxon_473","s__Prevotella_salivae","s__Streptococcus_sp._UMB0029","s__Solobacterium_moorei","s__Peptostreptococcus_stomatis","s__Veillonella_nakazawae","s__Streptococcus_sp._F0442","s__Streptococcus_sp._HPH0090","s__Prevotella_intermedia","s__Rothia_aeria","s__Streptococcus_sp._HMSC034E03","s__Streptococcus_anginosus","s__Veillonella_sp._oral_taxon_158","s__Streptococcus_sp._XMC","s__Rothia_sp._HMSC062F03","s__Actinomyces_sp._ICM58","s__Leptotrichia_wadei","s__Mogibacterium_diversum","s__Actinomyces_sp._oral_taxon_172","s__Porphyromonas_somerae","s__Porphyromonas_sp._oral_taxon_279","s__Porphyromonas_bobii","s__Neisseria_flavescens","s__Rothia_sp._HMSC072E10","s__Candidatus_Nanosynbacter_sp._HMT_352","s__Parvimonas_micra","s__Prevotella_vespertina","s__Porphyromonas_sp._KLE_1280","s__Prevotella_nanceiensis","s__Fusobacterium_pseudoperiodonticum","s__Streptococcus_sp._HMSC074B11","s__Abiotrophia_sp._HMSC24B09","s__Streptococcus_sp._SK140","s__Prevotella_sp._oral_taxon_306","s__Neisseria_sp._oral_taxon_014","s__Streptococcus_sp._HMSC061D10","s__Veillonella_sp._S13053_19","s__Haemophilus_influenzae","s__Streptococcus_sp._HMSC056C01","s__Lachnoanaerobaculum_saburreum","s__Leptotrichia_sp._oral_taxon_218","s__Alloprevotella_rava","s__Haemophilus_paraphrohaemolyticus","s__Streptococcus_sp._1001283B150225_161107_H12","s__Actinomyces_naeslundii","s__Schaalia_sp._ORNL0103","s__Streptococcus_sp._Marseille_Q6470","s__Streptococcus_sp._343_SSPC","s__Porphyromonas_pasteri","s__Porphyromonas_endodontalis","s__Campylobacter_concisus","s__Leptotrichia_sp._oral_taxon_417","s__Oribacterium_sinus","s__Streptococcus_sp._Marseille_Q0941","s__Streptococcus_sp._HMSC062D07","s__Aggregatibacter_segnis","s__Streptococcus_sp._A12","s__Fusobacterium_periodonticum","s__Streptococcus_sp._Marseille_Q4154","s__Gemella_morbillorum","s__Fusobacterium_nucleatum","s__Streptococcus_intermedius","s__Granulicatella_sp._HMSC30F09","s__Veillonella_sp._CLA_AA_H247","s__Haemophilus_sp._Marseille_Q0026","s__Leptotrichia_sp._oral_taxon_215","s__Leptotrichia_sp._oral_taxon_221","s__Streptococcus_sp._oral_taxon_061","s__Aggregatibacter_sp._2125159857","s__Abiotrophia_defectiva","s__Aggregatibacter_sp._oral_taxon_458","s__Candidatus_Nanosynbacter_sp._TM7_057","s__Lachnoanaerobaculum_orale","s__Actinomyces_sp._S6_Spd3","s__Candidatus_Nanosynbacter_sp._TM7_008","s__Candidatus_Nanosynbacter_sp._TM7_076","s__Actinomyces_sp._oral_taxon_181","s__Actinomyces_sp._ph3","s__Candidatus_Nanosynbacter_sp._TM7_087","s__Lachnoanaerobaculum_sp._ICM7","s__Candidatus_Nanosynbacter_sp._TM7_075","s__Candidatus_Nanosynbacter_sp._TM7_053","HMDB0302405","HMDB0013751","HMDB0011749","HMDB0031604","HMDB0245980","HMDB0246022","HMDB0253411","HMDB0000162","HMDB0243969","HMDB0000883","HMDB0031502","HMDB0033910","HMDB0000262","HMDB0040582","HMDB0000267","HMDB0034244","HMDB0000064","HMDB0061918","HMDB0000562","HMDB0000034","HMDB0038998","HMDB0060503","HMDB0004827","HMDB0246595","HMDB0001161","HMDB0000070","HMDB0032538","HMDB0000132","HMDB0247055","HMDB0252816","HMDB0000177","HMDB0000062","HMDB0001934","HMDB0000205","HMDB0255997","HMDB0302856","HMDB0000239","HMDB0000341","HMDB0247230","HMDB0001046","HMDB0002825","HMDB0001713","HMDB0253018","HMDB0001847","HMDB0030372","HMDB0000904","HMDB0038835","HMDB0060335","HMDB0000201","HMDB0243539","HMDB0034276","HMDB0255976","HMDB0303254","HMDB0012204","HMDB0244166","HMDB0032215","HMDB0011175","HMDB0029051","HMDB0029388","HMDB0038982","HMDB0029042","HMDB0000273","HMDB0246097","HMDB0250631","HMDB0240712","HMDB0000826","HMDB0013988","HMDB0014680","HMDB0029134","HMDB0037543","HMDB0000050","HMDB0028893","HMDB0245878","HMDB0029113","HMDB0028991","HMDB0035473","HMDB0038685","HMDB0029377","HMDB0258433","HMDB0006344","HMDB0256432","HMDB0014583","HMDB0059871","HMDB0000252","HMDB0000706","HMDB0029619","HMDB0001043","HMDB0014341","HMDB0013622","HMDB0000795","HMDB0004610","HMDB0013078","HMDB0252828","HMDB0002183","HMDB0031008","HMDB0029106","HMDB0000594","HMDB0033009","HMDB0031923","HMDB0254033","HMDB0304808","HMDB0072839","HMDB0259275","HMDB0038918","HMDB0254257","HMDB0072871","HMDB0303759","HMDB0011152","HMDB0247415","HMDB0011504","HMDB0011503","HMDB0011507","HMDB0011477","HMDB0011505","HMDB0011475","HMDB0029015","HMDB0253396","HMDB0010382","HMDB0253033","HMDB0015680"
"s__Actinomyces_sp._ICM58",0.871995020730886,NA,NA,0.199354904210298,NA,NA,NA,0.44605713545074,NA,0.0837615821795423,0.0143196788470611,0.0195919226752529,0.0901665254564644,NA,0.325206054793639,NA,NA,0.032477922871128,NA,0.0517547515453347,NA,0.599001275703921,NA,NA,0.0186141712011107,NA,0.28194489027639,NA,NA,NA,NA,0.0531425128819818,0.0806479938024435,0.145775479347582,0.117925301982362,NA,0.00638396953482711,NA,0.0962804888360946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141211020778691,NA,NA,NA,NA,NA,0.0379554763655666,NA,NA,NA,0.0252363089936175,NA,NA,NA,NA,NA,NA,0.0744116796785393,NA,NA,NA,0.0957388367275621,NA,0.0785298543232419,NA,NA,NA,NA,NA,0.0640808474736472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121141062898454,NA,NA,0.00548108115255609,NA,NA,NA,NA,NA,0.00499860035834652,NA,NA,NA,NA,0.456558819145985,0.0570704920706185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253947317444137,NA,0.215172967222345,0.682914378727055,0.199616967019897,NA,NA,0.0341516619335923,NA,0.052693263957773,0.222493129279553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Leptotrichia_wadei",0.546711671865719,NA,NA,0.541814968460862,0.0358700299908462,NA,0.0591961035733429,NA,NA,NA,0.259657735729381,0.807227844030466,NA,NA,NA,NA,NA,0.575738706460068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0916463444547178,0.361941333222622,0.505538792715856,NA,0.316055120959574,0.965078480851169,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167863472877229,NA,NA,0.322722615405503,NA,NA,0.76573868708151,NA,NA,0.384574682476056,NA,NA,NA,NA,NA,0.359866797359462,NA,NA,NA,NA,NA,NA,NA,0.0957388367275621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.323607983927193,NA,NA,0.0863852507766064,NA,NA,NA,0.312269982600032,NA,NA,NA,0.0190442492691248,NA,0.608779121960958,0.768684822835369,0.0491624610925754,NA,NA,NA,NA,0.68253876974366,NA,NA,NA,0.624641253679104,0.877066116899998,NA,0.339026863838242,NA,NA,NA,0.0242343452966168,0.674553351857435,NA,NA,NA,0.441679592974383,NA,NA,0.220882220183067,0.938296110559341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220791956575115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Mogibacterium_diversum",NA,NA,NA,NA,NA,0.0732042001094209,NA,NA,NA,0.744125278058178,0.105086254925352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923011612425815,0.647126055209387,NA,NA,NA,0.243415998250585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0129240137180267,NA,NA,NA,NA,NA,0.112965023304988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823538571523678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0394460588190275,NA,NA,NA,NA,0.609031793997192,NA,0.106721435654058,NA,NA,NA,0.217926994222462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927446980056823,0.929927626279011,NA,NA,NA,NA,NA,0.633817294076767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00418522834468132,NA,0.0309805113241072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Actinomyces_sp._oral_taxon_172",0.630139889960417,NA,NA,0.315871616840144,NA,NA,NA,NA,NA,0.00993121296656346,0.0237125289738896,0.322216950591783,NA,NA,0.744187275321742,NA,NA,NA,NA,NA,NA,0.727382908380817,NA,NA,0.0145394788128367,NA,0.47887186569344,NA,NA,NA,0.296216744502895,0.0578331207462125,0.0376897707568285,0.0738867211455457,0.171017036483912,NA,0.0216167921044005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553315559438668,NA,0.0080715382146033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0785298543232419,NA,0.823538571523678,NA,NA,NA,NA,NA,NA,0.387620183575015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00653476696002463,NA,NA,NA,NA,NA,0.00403552935449491,NA,0.00034912125221263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574309455285146,NA,0.0570567733888209,0.761370012237883,0.3645533203259,0.0313698891610328,NA,0.361763290977894,NA,0.173856767734775,0.470996978909704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Porphyromonas_somerae",NA,0.978107079426871,0.55115311875081,NA,NA,0.213709594494845,0.204514859577122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571930090283062,NA,0.365891973714456,NA,NA,NA,NA,0.174706685820221,0.499768206066589,NA,NA,0.751590001120686,0.255872711543303,NA,NA,0.0461307015873778,NA,NA,NA,NA,0.97490893520493,NA,NA,NA,NA,0.661565657398836,0.625837878961328,0.330460474208821,NA,NA,0.56807289427344,NA,NA,NA,NA,NA,0.182479406544088,NA,NA,NA,NA,NA,0.599187414590813,NA,NA,NA,NA,NA,NA,NA,0.576223916280148,0.255390873195105,NA,NA,NA,NA,NA,0.153971627795782,0.20049819389037,NA,NA,NA,NA,NA,0.625290644114207,NA,0.700978405628441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217801116638601,NA,NA,NA,0.254289684725748,0.674700288724197,NA,NA,NA,NA,NA,NA,NA,0.514495102214073,0.632615827190624,NA,NA,NA,NA,NA,0.853559492225186,NA,0.851211228676129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00837508231841856
"s__Porphyromonas_sp._oral_taxon_279",NA,NA,NA,NA,NA,0.676006691819763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17804757488186,NA,NA,NA,NA,NA,NA,0.582834618421117,NA,NA,0.23751520649395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550467635169256,NA,NA,NA,NA,NA,NA,0.140279801673215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153971627795782,NA,0.203512682613355,NA,NA,NA,NA,NA,0.478390149937361,NA,0.462760701177874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335454363612528,NA,NA,NA,NA,NA,NA,NA,NA,0.840179953540995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0293641713173874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232230474464752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Porphyromonas_bobii",NA,NA,NA,NA,NA,0.155004897462017,0.0534382933832225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16956865380098,NA,NA,NA,NA,NA,NA,0.893203301581334,NA,NA,0.0107684026891263,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656756600225552,NA,NA,NA,NA,NA,NA,NA,NA,0.0374573526727495,NA,0.120428417480724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20049819389037,0.203512682613355,NA,0.218991564105154,NA,NA,NA,NA,0.592607318953346,NA,0.967369315972188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00436184448967676,NA,NA,NA,NA,NA,NA,NA,NA,0.196113406605701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0410753597969701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Neisseria_flavescens",NA,0.384017010949943,0.70904171460216,NA,0.900349890045918,0.498148483630487,0.970491678990576,0.303041286091996,NA,0.533754069545089,NA,NA,NA,NA,NA,NA,NA,NA,0.495708352370658,NA,0.512386984132001,NA,0.0218188803095426,NA,0.579809896489322,NA,0.131216824517405,NA,NA,0.60090804015036,NA,NA,0.853730743908361,NA,0.332540333845334,NA,0.451503732934783,0.0368203859055562,NA,NA,0.0773517304142029,NA,0.962479730141803,NA,NA,NA,NA,NA,NA,NA,NA,0.0137785064583747,NA,0.396542193818152,0.176847017915569,NA,NA,NA,NA,NA,NA,0.43128434002467,NA,NA,NA,NA,NA,NA,0.303932248726334,NA,NA,NA,NA,NA,NA,0.218991564105154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48072982166815,NA,0.256610046118238,NA,NA,0.102129751689473,0.191444785054619,NA,NA,NA,NA,NA,NA,0.189712481275863,NA,NA,0.193798299708206,NA,NA,NA,0.129255798060922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183600335921444,NA,NA,0.764853727481658,0.261486570968989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12928318658843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Rothia_sp._HMSC072E10",NA,NA,0.0355384162921484,NA,0.233079806198719,NA,NA,NA,NA,0.139191061591212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195788023029201,NA,NA,NA,NA,NA,0.0533297380217884,NA,NA,NA,NA,NA,0.413544021012725,NA,0.492371586232266,0.023324648735358,0.0477996971427667,0.125573817126567,NA,0.134359900096845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000345298619882683,NA,NA,NA,NA,NA,NA,0.700340566773865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434400880772523,NA,NA,0.000288312195420936,NA,NA,NA,NA,NA,0.00970662136506628,NA,NA,NA,NA,NA,NA,0.202885921280185,NA,NA,NA,NA,NA,0.821345883687264,NA,NA,NA,NA,NA,0.316330974753767,NA,NA,0.0678325384619336,NA,NA,NA,NA,0.515322779788694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.898299693843833,0.697107175424452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734925488913278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4702889220086,NA,NA,NA,NA,NA,NA,0.202451137680252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Candidatus_Nanosynbacter_sp._HMT_352",NA,NA,NA,NA,NA,NA,0.814439339935105,0.277012315698951,NA,0.0395155028302167,NA,0.0581592822941066,NA,NA,0.100277532334791,NA,NA,NA,0.103251730331424,NA,NA,NA,NA,NA,NA,NA,0.418633675943182,NA,NA,NA,NA,NA,0.0614366444784567,NA,NA,NA,0.24921161153019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231221747137045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0917236380641205,NA,0.0640808474736472,NA,NA,0.387620183575015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0550901348990379,0.0191728662775583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614488126921254,NA,0.98747076827896,0.0593680525783823,0.507721408696401,NA,NA,0.36719738831084,NA,0.124252506909153,0.339278190547096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00601372582020129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Parvimonas_micra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017537722717156,NA,NA,NA,NA,NA,NA,NA,0.948721191980748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460269931338531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793213976602464,0.332614310584111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
